genome_id	AMR_org	antibiotic	measurement	measurement_unit	laboratory_typing_method	genome_name	POS_QC_amikacin	POS_QC_chloramphenicol	POS_QC_ciprofloxacin	POS_QC_gentamicin	POS_QC_meropenem	POS_QC_amoxicillin	POS_QC_amoxicillin_clavulanic_acid	POS_QC_cefepime	POS_QC_ceftazidime	POS_QC_tigecycline	QC_amikacin	QC_chloramphenicol	QC_ciprofloxacin	QC_gentamicin	QC_meropenem	QC_amoxicillin	QC_amoxicillin_clavulanic_acid	QC_cefepime	QC_ceftazidime	QC_tigecycline
D29	B_ESCHR_COLI	amikacin	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	chloramphenicol	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	gentamicin	<0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	meropenem	<0.004	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	ceftazidime	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D29	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	P	P	W	W	P
D39	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	amoxicillin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	amoxicillin_clavulanic_acid	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	ceftazidime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D39	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	W	P	P	W	P	P	P
D50	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D50	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D62	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	meropenem	0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	amoxicillin	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	amoxicillin_clavulanic_acid	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	ceftazidime	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D62	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	W	P	P	P	W	P
D71	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	ciprofloxacin	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	cefepime	32	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	ceftazidime	32	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
D71	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	P	P	P
E1	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	ciprofloxacin	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	gentamicin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	meropenem	0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E1	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	W	P	P	P	W	P
E10	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	chloramphenicol	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	ciprofloxacin	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	cefepime	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
E10	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	P	P	P	P	P	P	W	P
C59	B_ESCHR_COLI	amikacin	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	chloramphenicol	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	cefepime	16	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	ceftazidime	32	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C59	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	W	P	W	P	P
C69	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	cefepime	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	ceftazidime	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C69	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	W	P	P	P	W	W	P
C81	B_ESCHR_COLI	amikacin	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	chloramphenicol	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	gentamicin	<0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	meropenem	<0.004	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	ceftazidime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
C81	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	F	F	F	F	F	W	P	P	P	P
D10	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	amoxicillin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	amoxicillin_clavulanic_acid	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D10	B_ESCHR_COLI	tigecycline	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	P	W	W	W	W	W	W	P	P	W
D20	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	chloramphenicol	32	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	gentamicin	32	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	meropenem	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	cefepime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D20	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	P	P	P	P	P	P	W	P	W
D30	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	ciprofloxacin	0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	meropenem	0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D30	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	W	W	W	P	P	P	W	P
D41	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	meropenem	0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	cefepime	<0.03	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
D41	B_ESCHR_COLI	tigecycline	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	1	0.0625	8	8	<0.03	0.125	0.5	W	W	P	P	P	P	P	P	P	P
