study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB4681	SAMEA2205378	ERX400883	ERR434608	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434608/ERR434608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434608/ERR434608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434608/11658_3#62.cram	
PRJEB4681	SAMEA2205381	ERX400884	ERR434609	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434609/ERR434609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434609/ERR434609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434609/11658_3#63.cram	
PRJEB4681	SAMEA2205383	ERX400885	ERR434610	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434610/ERR434610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434610/ERR434610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434610/11658_3#64.cram	
PRJEB4681	SAMEA2205388	ERX400886	ERR434611	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434611/ERR434611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434611/ERR434611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434611/11658_3#65.cram	
PRJEB4681	SAMEA2205434	ERX400887	ERR434612	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434612/ERR434612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434612/ERR434612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434612/11658_3#66.cram	
PRJEB4681	SAMEA2205437	ERX400888	ERR434613	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434613/ERR434613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434613/ERR434613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434613/11658_3#67.cram	
PRJEB4681	SAMEA2205447	ERX400889	ERR434614	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434614/ERR434614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434614/ERR434614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434614/11658_3#68.cram	
PRJEB4681	SAMEA2205451	ERX400890	ERR434615	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434615/ERR434615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434615/ERR434615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434615/11658_3#69.cram	
PRJEB4681	SAMEA2205465	ERX400891	ERR434616	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434616/ERR434616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434616/ERR434616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434616/11658_3#70.cram	
PRJEB4681	SAMEA2205472	ERX400892	ERR434617	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434617/ERR434617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434617/ERR434617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434617/11658_3#71.cram	
PRJEB4681	SAMEA2205483	ERX400893	ERR434618	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434618/ERR434618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434618/ERR434618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434618/11658_3#72.cram	
PRJEB4681	SAMEA2205496	ERX400894	ERR434619	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434619/ERR434619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434619/ERR434619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434619/11658_3#73.cram	
PRJEB4681	SAMEA2205499	ERX400895	ERR434620	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434620/ERR434620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434620/ERR434620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434620/11658_3#74.cram	
PRJEB4681	SAMEA2205531	ERX400896	ERR434621	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434621/ERR434621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434621/ERR434621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434621/11658_3#75.cram	
PRJEB4681	SAMEA2205533	ERX400897	ERR434622	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434622/ERR434622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434622/ERR434622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434622/11658_3#76.cram	
PRJEB4681	SAMEA2205549	ERX400898	ERR434623	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434623/ERR434623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434623/ERR434623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434623/11658_3#77.cram	
PRJEB4681	SAMEA2205552	ERX400899	ERR434624	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434624/ERR434624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434624/ERR434624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434624/11658_3#78.cram	
PRJEB4681	SAMEA2205555	ERX400900	ERR434625	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434625/ERR434625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434625/ERR434625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434625/11658_3#79.cram	
PRJEB4681	SAMEA2205565	ERX400901	ERR434626	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434626/ERR434626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434626/ERR434626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434626/11658_3#80.cram	
PRJEB4681	SAMEA2205572	ERX400902	ERR434627	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434627/ERR434627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434627/ERR434627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434627/11658_3#81.cram	
PRJEB4681	SAMEA2205577	ERX400903	ERR434628	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434628/ERR434628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434628/ERR434628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434628/11658_3#82.cram	
PRJEB4681	SAMEA2205586	ERX400904	ERR434629	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434629/ERR434629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434629/ERR434629_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434629/11658_3#83.cram	
PRJEB4681	SAMEA2205591	ERX400905	ERR434630	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434630/ERR434630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434630/ERR434630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434630/11658_3#84.cram	
PRJEB4681	SAMEA2205613	ERX400906	ERR434631	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434631/ERR434631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434631/ERR434631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434631/11658_3#85.cram	
PRJEB4681	SAMEA2205626	ERX400907	ERR434632	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434632/ERR434632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434632/ERR434632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434632/11658_3#86.cram	
PRJEB4681	SAMEA2205636	ERX400908	ERR434633	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434633/ERR434633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434633/ERR434633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434633/11658_3#87.cram	
PRJEB4681	SAMEA2205660	ERX400909	ERR434634	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434634/ERR434634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434634/ERR434634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434634/11658_3#88.cram	
PRJEB4681	SAMEA2205697	ERX400910	ERR434635	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434635/ERR434635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434635/ERR434635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434635/11658_3#89.cram	
PRJEB4681	SAMEA2205701	ERX400911	ERR434636	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434636/ERR434636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434636/ERR434636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434636/11658_3#90.cram	
PRJEB4681	SAMEA2205702	ERX400912	ERR434637	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434637/ERR434637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434637/ERR434637_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434637/11658_3#91.cram	
PRJEB4681	SAMEA2205717	ERX400913	ERR434638	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434638/ERR434638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434638/ERR434638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434638/11658_3#92.cram	
PRJEB4681	SAMEA2205743	ERX400914	ERR434639	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434639/ERR434639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434639/ERR434639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434639/11658_3#93.cram	
PRJEB4681	SAMEA2205744	ERX400915	ERR434640	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434640/ERR434640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434640/ERR434640_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434640/11658_3#94.cram	
PRJEB4681	SAMEA2205747	ERX400916	ERR434641	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434641/ERR434641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434641/ERR434641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434641/11658_3#95.cram	
PRJEB4681	SAMEA2205756	ERX400917	ERR434642	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434642/ERR434642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434642/ERR434642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434642/11658_3#96.cram	
PRJEB4681	SAMEA2204229	ERX400918	ERR434643	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434643/ERR434643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434643/ERR434643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434643/11658_4#1.cram	
PRJEB4681	SAMEA2204231	ERX400919	ERR434644	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434644/ERR434644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434644/ERR434644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434644/11658_4#2.cram	
PRJEB4681	SAMEA2204236	ERX400920	ERR434645	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434645/ERR434645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434645/ERR434645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434645/11658_4#3.cram	
PRJEB4681	SAMEA2204254	ERX400921	ERR434646	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434646/ERR434646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434646/ERR434646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434646/11658_4#4.cram	
PRJEB4681	SAMEA2204255	ERX400922	ERR434647	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434647/ERR434647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434647/ERR434647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434647/11658_4#5.cram	
PRJEB4681	SAMEA2204293	ERX400923	ERR434648	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434648/ERR434648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434648/ERR434648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434648/11658_4#6.cram	
PRJEB4681	SAMEA2204315	ERX400924	ERR434649	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434649/ERR434649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434649/ERR434649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434649/11658_4#7.cram	
PRJEB4681	SAMEA2204321	ERX400925	ERR434650	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434650/ERR434650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434650/ERR434650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434650/11658_4#8.cram	
PRJEB4681	SAMEA2204324	ERX400926	ERR434651	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434651/ERR434651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434651/ERR434651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434651/11658_4#9.cram	
PRJEB4681	SAMEA2204336	ERX400927	ERR434652	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434652/ERR434652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434652/ERR434652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434652/11658_4#10.cram	
PRJEB4681	SAMEA2204347	ERX400928	ERR434653	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434653/ERR434653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434653/ERR434653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434653/11658_4#11.cram	
PRJEB4681	SAMEA2204349	ERX400929	ERR434654	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434654/ERR434654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434654/ERR434654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434654/11658_4#12.cram	
PRJEB4681	SAMEA2204350	ERX400930	ERR434655	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434655/ERR434655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434655/ERR434655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434655/11658_4#13.cram	
PRJEB4681	SAMEA2204352	ERX400931	ERR434656	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434656/ERR434656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434656/ERR434656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434656/11658_4#14.cram	
PRJEB4681	SAMEA2204361	ERX400932	ERR434657	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434657/ERR434657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434657/ERR434657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434657/11658_4#15.cram	
PRJEB4681	SAMEA2204369	ERX400933	ERR434658	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434658/ERR434658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434658/ERR434658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434658/11658_4#16.cram	
PRJEB4681	SAMEA2204381	ERX400934	ERR434659	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434659/ERR434659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434659/ERR434659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434659/11658_4#17.cram	
PRJEB4681	SAMEA2204391	ERX400935	ERR434660	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434660/ERR434660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434660/ERR434660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434660/11658_4#18.cram	
PRJEB4681	SAMEA2204396	ERX400936	ERR434661	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434661/ERR434661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434661/ERR434661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434661/11658_4#19.cram	
PRJEB4681	SAMEA2204516	ERX400937	ERR434662	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434662/ERR434662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434662/ERR434662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434662/11658_4#20.cram	
PRJEB4681	SAMEA2204567	ERX400938	ERR434663	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434663/ERR434663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434663/ERR434663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434663/11658_4#21.cram	
PRJEB4681	SAMEA2204571	ERX400939	ERR434664	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434664/ERR434664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434664/ERR434664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434664/11658_4#22.cram	
PRJEB4681	SAMEA2204579	ERX400940	ERR434665	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434665/ERR434665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434665/ERR434665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434665/11658_4#23.cram	
PRJEB4681	SAMEA2204612	ERX400941	ERR434666	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434666/ERR434666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434666/ERR434666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434666/11658_4#24.cram	
PRJEB4681	SAMEA2204614	ERX400942	ERR434667	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434667/ERR434667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434667/ERR434667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434667/11658_4#25.cram	
PRJEB4681	SAMEA2204661	ERX400943	ERR434668	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434668/ERR434668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434668/ERR434668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434668/11658_4#26.cram	
PRJEB4681	SAMEA2204680	ERX400944	ERR434669	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434669/ERR434669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434669/ERR434669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434669/11658_4#27.cram	
PRJEB4681	SAMEA2204693	ERX400945	ERR434670	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434670/ERR434670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434670/ERR434670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434670/11658_4#28.cram	
PRJEB4681	SAMEA2204702	ERX400946	ERR434671	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434671/ERR434671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434671/ERR434671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434671/11658_4#29.cram	
PRJEB4681	SAMEA2204715	ERX400947	ERR434672	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434672/ERR434672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434672/ERR434672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434672/11658_4#30.cram	
PRJEB4681	SAMEA2204717	ERX400948	ERR434673	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434673/ERR434673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434673/ERR434673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434673/11658_4#31.cram	
PRJEB4681	SAMEA2204719	ERX400949	ERR434674	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434674/ERR434674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434674/ERR434674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434674/11658_4#32.cram	
PRJEB4681	SAMEA2204726	ERX400950	ERR434675	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434675/ERR434675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434675/ERR434675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434675/11658_4#33.cram	
PRJEB4681	SAMEA2204728	ERX400951	ERR434676	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434676/ERR434676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434676/ERR434676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434676/11658_4#34.cram	
PRJEB4681	SAMEA2204738	ERX400952	ERR434677	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434677/ERR434677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434677/ERR434677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434677/11658_4#35.cram	
PRJEB4681	SAMEA2204742	ERX400953	ERR434678	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434678/ERR434678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434678/ERR434678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434678/11658_4#36.cram	
PRJEB4681	SAMEA2204749	ERX400954	ERR434679	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434679/ERR434679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434679/ERR434679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434679/11658_4#37.cram	
PRJEB4681	SAMEA2204764	ERX400955	ERR434680	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434680/ERR434680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434680/ERR434680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434680/11658_4#38.cram	
PRJEB4681	SAMEA2204777	ERX400956	ERR434681	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434681/ERR434681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434681/ERR434681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434681/11658_4#39.cram	
